Chemical_ID;Chemical;Entity1_type;Variant_ID;Variant;Entity2_type;LADME
PA448803;CARBOPLATIN;CHEMICAL;PA166154823;rs11623866;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166155169;rs879207;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166155183;rs1136201;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166155289;rs2849380;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166155342;rs11615;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166155966;rs17309872;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166155973;rs12659;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166156013;rs9981861;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166156044;rs139887;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166156362;rs2699887;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166156430;rs9825762;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166156444;rs11710163;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166156739;rs726501;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166156882;rs16886403;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166156888;rs17661089;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166156918;rs451774;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166156925;rs544093;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166156961;rs879825;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166156997;rs1800629;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166157110;rs6900017;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166157149;rs9369421;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166157307;rs1801368;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166157541;rs3594;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166157783;rs6151031;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166157789;rs7851395;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166179815;rs2229046;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166179816;rs773123;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166179817;rs2284922;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166179818;rs2070096;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166180936;rs11280056;VARIANT;
PA448803;CARBOPLATIN;CHEMICAL;PA166201501;rs5877;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166201502;rs3094086;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166201503;rs1049709;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166201504;rs10885;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166201505;rs3115672;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166201521;rs9262132;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166201522;rs9262143;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166201523;rs886424;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166201524;rs886423;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166201525;rs2233980;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166201526;rs3130985;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166201527;rs3130907;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166201528;rs11229;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166201541;rs10491684;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166201542;rs1058932;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166201543;rs11572078;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166201545;rs6118;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166201546;rs6119;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166201547;rs6504649;VARIANT;PD
PA448803;CARBOPLATIN;CHEMICAL;PA166201561;rs73450548;VARIANT;PD
PA166293381;FUTIBATINIB;CHEMICAL;PA166317621;rs1057519045;VARIANT;
PA166293381;FUTIBATINIB;CHEMICAL;PA166317622;rs1057519797;VARIANT;
PA450344;MEDROXYPROGESTERONE;CHEMICAL;PA166154516;rs1544410;VARIANT;PD
PA450344;MEDROXYPROGESTERONE;CHEMICAL;PA166157143;rs9340799;VARIANT;PD
PA10892;GLICLAZIDE;CHEMICAL;PA166154256;rs5219;VARIANT;PD
PA451868;VERAPAMIL;CHEMICAL;PA166153802;rs10494366;VARIANT;PD
PA451868;VERAPAMIL;CHEMICAL;PA166153816;rs10918594;VARIANT;PD
PA451868;VERAPAMIL;CHEMICAL;PA166154362;rs2279238;VARIANT;PD
PA451868;VERAPAMIL;CHEMICAL;PA166154448;rs11039149;VARIANT;PD
PA451868;VERAPAMIL;CHEMICAL;PA166154461;rs12221497;VARIANT;PD
PA451868;VERAPAMIL;CHEMICAL;PA166154509;rs1051375;VARIANT;PD
PA451868;VERAPAMIL;CHEMICAL;PA166156499;rs1024323;VARIANT;PD
PA451868;VERAPAMIL;CHEMICAL;PA166156798;rs2301149;VARIANT;PD
PA451868;VERAPAMIL;CHEMICAL;PA166156869;rs11739136;VARIANT;PD
PA451868;VERAPAMIL;CHEMICAL;PA166157284;rs1045642;VARIANT;
PA451868;VERAPAMIL;CHEMICAL;PA166157316;rs2032582;VARIANT;
PA451868;VERAPAMIL;CHEMICAL;PA166157776;rs4742610;VARIANT;PD
PA451868;VERAPAMIL;CHEMICAL;PA166161873;rs11124945;VARIANT;PD
PA166182939;L-METHYLFOLATE;CHEMICAL;PA166153643;rs1801131;VARIANT;PD
PA166182939;L-METHYLFOLATE;CHEMICAL;PA166153644;rs1801133;VARIANT;PD
PA164712462;ANTIINFLAMMATORY AGENTS, NON-STEROIDS;CHEMICAL;PA166153539;rs699;VARIANT;PD
PA164712462;ANTIINFLAMMATORY AGENTS, NON-STEROIDS;CHEMICAL;PA166153602;rs943580;VARIANT;PD
PA164712462;ANTIINFLAMMATORY AGENTS, NON-STEROIDS;CHEMICAL;PA166153642;rs1800896;VARIANT;PD
PA164712462;ANTIINFLAMMATORY AGENTS, NON-STEROIDS;CHEMICAL;PA166153959;rs1057910;VARIANT;PD
PA164712462;ANTIINFLAMMATORY AGENTS, NON-STEROIDS;CHEMICAL;PA166154259;rs6265;VARIANT;
PA164712462;ANTIINFLAMMATORY AGENTS, NON-STEROIDS;CHEMICAL;PA166154260;rs6275;VARIANT;
PA164712462;ANTIINFLAMMATORY AGENTS, NON-STEROIDS;CHEMICAL;PA166154559;rs2965667;VARIANT;
PA164712462;ANTIINFLAMMATORY AGENTS, NON-STEROIDS;CHEMICAL;PA166154672;rs6305;VARIANT;PD
PA164712462;ANTIINFLAMMATORY AGENTS, NON-STEROIDS;CHEMICAL;PA166154939;rs16973225;VARIANT;
PA164712462;ANTIINFLAMMATORY AGENTS, NON-STEROIDS;CHEMICAL;PA166155589;rs231775;VARIANT;PD
PA164712462;ANTIINFLAMMATORY AGENTS, NON-STEROIDS;CHEMICAL;PA166156024;rs4680;VARIANT;
PA164712462;ANTIINFLAMMATORY AGENTS, NON-STEROIDS;CHEMICAL;PA166156991;rs1799971;VARIANT;
PA164712462;ANTIINFLAMMATORY AGENTS, NON-STEROIDS;CHEMICAL;PA166157734;rs1611115;VARIANT;
PA164712462;ANTIINFLAMMATORY AGENTS, NON-STEROIDS;CHEMICAL;PA166157804;rs10306135;VARIANT;PD
PA164712462;ANTIINFLAMMATORY AGENTS, NON-STEROIDS;CHEMICAL;PA166157810;rs10757274;VARIANT;PD
PA150481186;TOPOISOMERASE I INHIBITORS;CHEMICAL;PA166157262;rs712829;VARIANT;PD
PA164712689;DIPEPTIDYL PEPTIDASE 4 (DPP-4) INHIBITORS;CHEMICAL;PA166157125;rs7754840;VARIANT;PD
PA164712689;DIPEPTIDYL PEPTIDASE 4 (DPP-4) INHIBITORS;CHEMICAL;PA166157126;rs7756992;VARIANT;PD
PA166177229;HIGHLY ACTIVE ANTIRETROVIRAL THERAPY (HAART);CHEMICAL;PA166157284;rs1045642;VARIANT;PD
PA166177229;HIGHLY ACTIVE ANTIRETROVIRAL THERAPY (HAART);CHEMICAL;PA166180109;rs671531;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166153631;rs1476413;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166153643;rs1801131;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166153644;rs1801133;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166153654;rs1805087;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166153658;rs1891059;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166153752;rs3768142;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166153777;rs4846051;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166153867;rs17021408;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166153875;rs17421511;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166153876;rs17602729;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166153915;rs80223967;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166153953;rs717620;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166153982;rs1901633;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166154007;rs2273697;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166154027;rs3740065;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166154043;rs3824662;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166154069;rs4948496;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166154117;rs10821936;VARIANT;
PA450428;METHOTREXATE;CHEMICAL;PA166154120;rs10994982;VARIANT;
PA450428;METHOTREXATE;CHEMICAL;PA166154163;rs17222723;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166154249;rs1695;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166154264;rs9344;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166154454;rs11231809;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166154477;rs61886492;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166154547;rs2306283;VARIANT;
PA450428;METHOTREXATE;CHEMICAL;PA166154563;rs3763980;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166154579;rs4149056;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166154581;rs4149081;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166154629;rs11045821;VARIANT;
PA450428;METHOTREXATE;CHEMICAL;PA166154632;rs11045872;VARIANT;
PA450428;METHOTREXATE;CHEMICAL;PA166154633;rs11045879;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166154718;rs7317112;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166154723;rs7992226;VARIANT;
PA450428;METHOTREXATE;CHEMICAL;PA166154734;rs9516519;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166154789;rs2236225;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166154803;rs4982133;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166154808;rs7142143;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166154866;rs1703794;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166154982;rs35592;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166154991;rs246240;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166155034;rs2238476;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166155054;rs3784864;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166155071;rs4888024;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166155126;rs28364006;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166155196;rs1979277;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166155219;rs4148416;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166155237;rs9895420;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166155290;rs2853539;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166155301;rs6506569;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166155331;rs45445694;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166155343;rs13181;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166155419;rs4803418;VARIANT;
PA450428;METHOTREXATE;CHEMICAL;PA166155420;rs4803419;VARIANT;
PA450428;METHOTREXATE;CHEMICAL;PA166155684;rs2372536;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166155733;rs4673993;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166155781;rs10197559;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166155836;rs16853826;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166155914;rs1059150;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166155915;rs1127354;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166155929;rs2650972;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166155953;rs6064463;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166155964;rs7270101;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166155968;rs79085477;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166155970;rs117532069;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166155986;rs1051266;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166155987;rs1051296;VARIANT;
PA450428;METHOTREXATE;CHEMICAL;PA166156004;rs2838956;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166156012;rs9977268;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166156088;rs2236624;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166156091;rs2267076;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166156099;rs2298383;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166156100;rs2413739;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166156103;rs3761422;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166156121;rs5760410;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166156420;rs7624766;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166156542;rs2231135;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166156544;rs2231142;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166156659;rs12505410;VARIANT;
PA450428;METHOTREXATE;CHEMICAL;PA166156664;rs13120400;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166156674;rs17731538;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166156710;rs7387;VARIANT;
PA450428;METHOTREXATE;CHEMICAL;PA166156731;rs351855;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166156732;rs408626;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166156733;rs442767;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166156737;rs639174;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166156751;rs1053129;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166156754;rs1105525;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166156768;rs1643650;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166156771;rs1650723;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166156776;rs1801394;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166156893;rs70991108;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166156900;rs4880;VARIANT;
PA450428;METHOTREXATE;CHEMICAL;PA166156981;rs1264457;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166157114;rs6920220;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166157144;rs9345389;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166157235;rs371194629;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166157284;rs1045642;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166157288;rs1128503;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166157303;rs1799983;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166157325;rs2070744;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166157334;rs2229109;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166157385;rs4148737;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166157548;rs719235;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166157567;rs1800909;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166157593;rs3758149;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166157633;rs11545077;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166157634;rs11545078;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166157691;rs141059755;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166157731;rs1544105;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166157780;rs4986790;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166160497;rs3045983;VARIANT;
PA450428;METHOTREXATE;CHEMICAL;PA166160715;rs2302489;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166160807;rs7301582;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166162248;rs3761548;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166170682;rs2838958;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166170701;rs10841753;VARIANT;
PA450428;METHOTREXATE;CHEMICAL;PA166180936;rs11280056;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166181038;rs168201;VARIANT;
PA450428;METHOTREXATE;CHEMICAL;PA166181277;rs13137622;VARIANT;
PA450428;METHOTREXATE;CHEMICAL;PA166181287;rs4148324;VARIANT;
PA450428;METHOTREXATE;CHEMICAL;PA166238642;rs17004921;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166252581;rs4149009;VARIANT;
PA450428;METHOTREXATE;CHEMICAL;PA166253503;rs11545076;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166271161;rs2292596;VARIANT;PD
PA450428;METHOTREXATE;CHEMICAL;PA166285621;rs12283870;VARIANT;
PA166264701;DESMETHYLCLOZAPINE GLUCURONIDE;CHEMICAL;PA166155662;rs2011425;VARIANT;
PA449782;GLYBURIDE;CHEMICAL;PA166153802;rs10494366;VARIANT;PD
PA449782;GLYBURIDE;CHEMICAL;PA166154998;rs889299;VARIANT;PD
PA449782;GLYBURIDE;CHEMICAL;PA166157880;rs5030868;VARIANT;PD
PA166128370;SALVIANOLIC ACID B;CHEMICAL;PA166155187;rs1799752;VARIANT;
PA166128370;SALVIANOLIC ACID B;CHEMICAL;PA166157303;rs1799983;VARIANT;PD
PA452621;ANTINEOPLASTIC AGENTS;CHEMICAL;PA166153636;rs1760217;VARIANT;PD
PA452621;ANTINEOPLASTIC AGENTS;CHEMICAL;PA166154830;rs17091162;VARIANT;PD
PA452621;ANTINEOPLASTIC AGENTS;CHEMICAL;PA166155075;rs6500843;VARIANT;PD
PA452621;ANTINEOPLASTIC AGENTS;CHEMICAL;PA166155173;rs1042522;VARIANT;PD
PA452621;ANTINEOPLASTIC AGENTS;CHEMICAL;PA166157284;rs1045642;VARIANT;PD
PA452621;ANTINEOPLASTIC AGENTS;CHEMICAL;PA166180936;rs11280056;VARIANT;
PA449476;EPIRUBICIN;CHEMICAL;PA166153633;rs1563828;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166154249;rs1695;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166154579;rs4149056;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166155017;rs1800566;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166155331;rs45445694;VARIANT;
PA449476;EPIRUBICIN;CHEMICAL;PA166155621;rs1056836;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166157238;rs662;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166157303;rs1799983;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166164874;rs12050587;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166164877;rs11636687;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178395;rs144991623;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178396;rs9389568;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178397;rs8110364;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178398;rs56022120;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178399;rs150688309;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178400;rs58695150;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178401;rs299293;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178402;rs138602176;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178403;rs148235907;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178404;rs117951771;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178405;rs299314;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178406;rs299313;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178407;rs115457081;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178408;rs117341846;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178409;rs4968187;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178410;rs142244113;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178411;rs79430272;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178412;rs118129530;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178413;rs77769901;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178414;rs145623321;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178415;rs148013902;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178416;rs55633228;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178421;rs41412545;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178422;rs3805945;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178423;rs117101815;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178424;rs9402944;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178425;rs181501757;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178426;rs149212925;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178427;rs112783657;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178428;rs74743371;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178429;rs117458836;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178430;rs118088833;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178431;rs112242273;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178432;rs78428806;VARIANT;PD
PA449476;EPIRUBICIN;CHEMICAL;PA166178541;rs141084494;VARIANT;PD
PA166242461;DIHYDROSTREPTOMYCIN;CHEMICAL;PA166241841;rs1556422499;VARIANT;PD
PA448406;AMOXICILLIN;CHEMICAL;PA166157135;rs9274407;VARIANT;PD
PA449761;GLIMEPIRIDE;CHEMICAL;PA166153802;rs10494366;VARIANT;PD
PA450921;PHENPROCOUMON;CHEMICAL;PA166153612;rs1051740;VARIANT;PD
PA450921;PHENPROCOUMON;CHEMICAL;PA166154045;rs4086116;VARIANT;PD
PA450921;PHENPROCOUMON;CHEMICAL;PA166154977;rs7294;VARIANT;PD
PA450921;PHENPROCOUMON;CHEMICAL;PA166155091;rs9923231;VARIANT;PD
PA450921;PHENPROCOUMON;CHEMICAL;PA166155096;rs9934438;VARIANT;PD
PA450921;PHENPROCOUMON;CHEMICAL;PA166155102;rs10871454;VARIANT;PD
PA450921;PHENPROCOUMON;CHEMICAL;PA166155381;rs2108622;VARIANT;PD
PA450921;PHENPROCOUMON;CHEMICAL;PA166155641;rs1799808;VARIANT;PD
PA450921;PHENPROCOUMON;CHEMICAL;PA166156105;rs4253728;VARIANT;PD
PA451846;VALPROIC ACID;CHEMICAL;PA166153626;rs1137101;VARIANT;PD
PA451846;VALPROIC ACID;CHEMICAL;PA166153959;rs1057910;VARIANT;
PA451846;VALPROIC ACID;CHEMICAL;PA166153972;rs1799853;VARIANT;
PA451846;VALPROIC ACID;CHEMICAL;PA166154339;rs1800497;VARIANT;PD
PA451846;VALPROIC ACID;CHEMICAL;PA166154508;rs1019385;VARIANT;PD
PA451846;VALPROIC ACID;CHEMICAL;PA166154899;rs2606345;VARIANT;PD
PA451846;VALPROIC ACID;CHEMICAL;PA166154900;rs3087374;VARIANT;PD
PA451846;VALPROIC ACID;CHEMICAL;PA166155190;rs1800012;VARIANT;PD
PA451846;VALPROIC ACID;CHEMICAL;PA166155617;rs1047891;VARIANT;
PA451846;VALPROIC ACID;CHEMICAL;PA166155623;rs1105879;VARIANT;PD
PA451846;VALPROIC ACID;CHEMICAL;PA166155665;rs2070959;VARIANT;PD
PA451846;VALPROIC ACID;CHEMICAL;PA166155680;rs2298771;VARIANT;PD
PA451846;VALPROIC ACID;CHEMICAL;PA166155760;rs6759892;VARIANT;PD
PA451846;VALPROIC ACID;CHEMICAL;PA166155842;rs17183814;VARIANT;PD
PA451846;VALPROIC ACID;CHEMICAL;PA166155860;rs28898617;VARIANT;
PA451846;VALPROIC ACID;CHEMICAL;PA166156618;rs7438284;VARIANT;
PA451846;VALPROIC ACID;CHEMICAL;PA166156619;rs7439366;VARIANT;
PA451846;VALPROIC ACID;CHEMICAL;PA166156625;rs7668258;VARIANT;
PA451846;VALPROIC ACID;CHEMICAL;PA166156658;rs12233719;VARIANT;
PA451846;VALPROIC ACID;CHEMICAL;PA166156794;rs2279020;VARIANT;PD
PA451846;VALPROIC ACID;CHEMICAL;PA166156900;rs4880;VARIANT;PD
PA451846;VALPROIC ACID;CHEMICAL;PA166157316;rs2032582;VARIANT;PD
PA451846;VALPROIC ACID;CHEMICAL;PA166157756;rs2769605;VARIANT;PD
PA451846;VALPROIC ACID;CHEMICAL;PA166165398;rs3888190;VARIANT;PD
PA451846;VALPROIC ACID;CHEMICAL;PA166165401;rs1000940;VARIANT;
PA451550;SULFINPYRAZONE;CHEMICAL;PA166155900;rs72551330;VARIANT;
PA166129539;SILIBININ;CHEMICAL;PA166157284;rs1045642;VARIANT;
